bn_words_of_interest,frequency_count
"হবে।
তৃতীয়",1
‘জুওয়াইরিয়াহ্‌’,1
খাওয়ান।,1
শোচনীয়ভাবে,1
ভয়াবহ।এখনো,1
বেওয়ারিশ,1
কুয়াযী,1
(দেয়া),1
(ভয়ে),1
মু’বিয়া”,1
মায়িদাহ্‌র,1
ওয়াসাল্লাম)ও,1
কিয়ামত]।,1
ভয়াবহ),1
আয়াতদ্বয়ের,1
ইয়াদায়ন-এর,1
শুরায়হ!,1
সাইয়্যিদ।,1
"নামিয়ে,",1
বর্ণিতঃ‘উবায়দুল্লাহ,1
শিয়রের,1
আয়।,1
‘কিয়ামত,1
খেয়ো।,1
রাষ্ট্রনায়ক,1
র‍য়ে,1
বাত্‌হায়,1
ইয়াহয়্যা,1
ধুয়েছেন।’এখনো,1
(ইখ্‌তিয়ার,1
নিকটআত্মীয়,1
দায়ী।,1
না.....আয়াত,1
(ইয়াহূদী-নাসারা)।,1
ওয়াহহাব,1
সুলায়মান-,1
মেয়েলোককে,1
দাওয়াতের,1
(সুফ্ইয়ান),1
(তৃতীয়),1
দেয়া?,1
দেয়না?,1
বাকিয়ে,1
নয়?এখনো,1
(ইয়াযীদের),1
‘ফারায়িয’-,1
"দিয়েছেন।
যুহায়র",1
হাইয়্যাজ,1
ওয়ালা-এর,1
(কয়দিন),1
বিক্রয়কারীর,1
"কাছে।
হায়!",1
ওয়া‘আযা-বিন্,1
"জায়গায়,",1
মারয়ার,1
হুরায়ব,1
(প্রস্রাব-পায়খানায়,1
"নেয়।
বর্ণনাকারী",1
পাচ্ছি......ওয়াকী’,1
(প্রয়োজনমত,1
আত্মীয়ের।,1
‘নিতাকায়’,1
‘আতিয়া,1
হুয়ায়্যীকে,1
করিয়েছেন?,1
সুখময়,1
আয়েয,1
(হুজরায়),1
হকচকিয়ে,1
"হয়না।[২]
তারাবীর",1
"যায়।
দ্বিতীয়",1
যাতুল-উসায়র,1
ওয়াসাক-এর,1
দুওয়াইরী,1
ব্যক্তিদ্বয়,1
‘সামিয়াল্লাহু,1
আদায়রত),1
কুতায়বাহ্‌ও,1
পেয়েছি?,1
(খেয়ে,1
দায়িত্ব।এখনো,1
ওয়াআন্না,1
বায়াযাহ্‌-এর,1
পৌঁছিয়েছেন।এখনো,1
(রাজকীয়),1
বর্তায়।(আধুনিক,1
পরিচায়ক)।,1
(আবিসিনিয়ার),1
"খায়ফে,",1
সায়ফের,1
গুলিয়ে,1
"ইয়া’লা,",1
গায়িব,1
গড়িয়েছে,1
ওয়ারহমাতুল্ল-হি,1
হয়তবা,1
বিজয়কে,1
নায়িলাকে,1
"ইয়াহইয়া,",1
"হাঁকায়,",1
ভাগ-বাটোয়ারা,1
ইয়াহতিবা,1
দাঁড়ায়ও,1
মেয়ে।’,1
"করিয়েছিলেন,",1
আল-বাকারায়,1
রয়েছে”-(সূরাহ্‌,1
জাবিয়াহ্,1
কোথায়ও,1
"দ্বিতীয়ত,",1
(নবুয়তের),1
"পাওয়া,",1
হয়েছিলাম;,1
বায়ত।,1
(আত্মীয়তা),1
মুনতাহায়,1
আয়াতবিশিষ্ট,1
(বায়ু),1
"নেই।”
‘আয়িশা",1
ফয়সালায়,1
দয়াপরবেশ,1
-তনয়),1
দিয়েছ”,1
"দেয়া।
ইবনু",1
“অন্যথায়,1
"হয়।
তিনি",1
সুফিয়ানও...,1
(পালনীয়,1
বার্ধক্যাবস্থায়,1
"হারিয়েছি,",1
তারবিয়্যাহ,1
হুশায়ম-এর,1
"নেয়।
আবূ",1
আস্‌লামীয়াকে,1
ছিটেয়ে,1
সত্যতায়,1
"বানাবে।
ইয়াহ্ইয়া",1
আলোকময়,1
পথযাত্রায়,1
"বর্জনীয়।
*",1
দিয়েছি।’,1
ওয়ান্না-রু,1
দিয়ালী,1
(তাহিয়্যা)।,1
নিয়েছে!,1
উত্বিয়্যাহ্,1
ইন্না-ইলায়হি,1
(‘আয়েশা)-কে,1
‘উমাইয়াহ),1
সুফাইয়ান,1
শিংগায়,1
(কায়স্‌),1
পঁয়ষট্টি,1
আয়াতগুলো।,1
সিরীয়দের,1
"পালিয়েছিলেন,",1
অলসতায়,1
চক্ষুদয়,1
জায়নামাযটি,1
‘উরওইয়াহ,1
হিময়ার,1
বর্ণিতঃআইয়ুব,1
যু-তুয়ার,1
ওসীয়তে,1
(দণ্ডায়মান),1
মারওয়ানুল,1
দিয়েছে’।,1
কণ্টকময়,1
(ওয়াকী’-এর,1
আত্মীয়তা।,1
(বিদায়লগ্নে),1
বরেন-নিশ্চয়,1
নিকটত্মীয়তার,1
তালিকায়,1
"তাই।
(আরবী)
সায়িব",1
লিখিয়েছেন।এখনো,1
আস্‌সা’ইয়িদী,1
পারায়,1
(শুরায়াহ্),1
কায়সারকে,1
ওয়ারিসগণকে,1
‘ক্বাসওয়া,1
রাওয়ানা,1
ক্বিয়ামকারীগণ,1
"[১৮৪]
‘আয়িশা",1
"‘উবায়দুল্লাহ,",1
বিজ্ঞানময়,1
পৌঁছিয়েছি।,1
হুনায়ুনের,1
ইয়া’জুজ-মা’জুজ,1
‘আলহুরাকায়’,1
হুওায়াইরিস,1
সাওয়াবসহ,1
মুওয়ায্‌যিনকে,1
এমনঅবস্থায়,1
আদায়কারীরা,1
জুমু’আয়,1
অনাদায়ের,1
পৌঁছায়নি।,1
(বৈপিত্রিয়,1
জামা‘য়াত,1
(বেরিয়ে,1
‘কুরায়শ’-কে,1
"কুয়ায়।
তিনি",1
উঠায়।এখনো,1
নিয়োগপ্রাপ্ত,1
ওয়সাল্লাম-কে,1
ওয়াকফ,1
বিচারালয়ের,1
'তায়িফ',1
দিয়েছিলেন;,1
তাবিয়ী,1
"ঘোড়ায়।
(ই.ফা.",1
মু“আবিয়াহ্,1
জানিয়েছন,1
শুরায়হিল,1
বর্ণিতঃ'উকায়ল,1
শানূয়ার,1
মু’আবিয়্যার,1
হুকুমনুযায়ী,1
শুনিয়েছিলাম।,1
প্রাপ্তবয়স্কদের,1
দেখিয়ে),1
‘ওয়ান,1
মাহইয়াআ,1
"রবী’য়াহ্‌,",1
পেয়ালাটির,1
দিয়েছিলেন],1
খুজলী-পাঁচড়ায়,1
"হও।
‘আয়িশা",1
চূড়ওয়ালা,1
হস্তদ্বয়ের,1
"শাফিয়ী,",1
কায়লূলায়,1
"অবৈধ।

দ্বিতীয়",1
আকওয়া),1
‘জায়শুল’,1
প্রত্যায়িত),1
"আত্‌তাহিয়্যাতু......বলতাম,",1
‘ইয়ুশারশিরু’,1
যন্ত্রণাদায়ক)।,1
‘উওয়াইমির’,1
হয়েছেন...,1
বেনিয়ায,1
মর্যাদায়”-(সূরাহ,1
পেয়েছেন।আনাস,1
"দেয়া।
শু'বাহ",1
প্রত্যয়ন,1
ওয়ারিসগণ।,1
শুনেছি-সাফা-মারওয়ার,1
কু’আয়স।,1
সা‘য়ের,1
দিয়েছে।”‘আয়িশা,1
‘ফাতাওয়া’,1
মাওয়ালী,1
“ক্বিয়ামুল,1
ইয়াযীদ।এখনো,1
‘উলাইয়্যাহ-এর,1
পাঁয়তারা,1
ওসীয়তটি,1
জন্তু-জানোয়ারের,1
ওয়াসাল্লাম)-এর],1
লি’আনকারীদ্বয়ের,1
লাগোয়া,1
মদ্যপায়ীকারীদের,1
"উনায়স,",1
(বায়‘আত),1
মু‘আবিয়াহর,1
গিয়েছো?’,1
হুওয়াইয়্যিসাহ্‌,1
বর্ণিতঃহুযায়ল,1
সম্প্রদায়েরই,1
হুদাইবিয়াতেই,1
ইয়াতিম,1
স্বয়ংস্পূর্ণ।,1
"রয়েছি,",1
উসায়িদ,1
‘লাহয়ী,1
যায়।’এখনো,1
"করেছেন।
(ওয়াকী’",1
(ওয়ালিদ,1
"থাকত।হায়,",1
হুলাইফা’য়,1
নয়.....”-,1
"টিলায়,",1
বিনিময়েই,1
দেয়।’এখনো,1
(কিয়ামাতে),1
হুদাইবিয়াহ্‌তেই,1
আযীয়,1
"হয়,)",1
আইয়্যূব,1
জাও্ওয়ানিয়্যাহ্,1
মাদিনাহয়,1
যায়দও,1
ওয়াফরা-এর,1
বায়নী,1
ইয়ামনীতে,1
নাসায়ীর,1
প্রক্রিয়াটি,1
হুয়ায়্যি,1
"ফাতায়া,",1
নাসরিয়্যিন-এর,1
(দিহ্‌য়াকে),1
সাইয়্যাদও,1
ওয়াহব-,1
বাল্যবস্থায়,1
ছিদ্রদ্বয়,1
ইয়াক্বযান!,1
সময়কাল।এখনো,1
(ভারতীয়,1
আদায়।,1
আয়েশ।,1
মোজায়,1
‘উলাইয়াহ্,1
পাড়ায়,1
হায়াতের,1
সায়িদার,1
চেয়েছেন]।,1
বেখেয়াল!,1
প্রিয়”-,1
সুফীয়্যাহ,1
অনুসরণীয়।,1
আরওয়াকে,1
(আয়িশাহ্‌),1
আস্থায়,1
(চুলায়),1
উপাদেয়,1
দা’ওয়াতপ্রাপ্ত,1
সুয়াইদ,1
ওয়াকীয-,1
"মায়াময়ী,",1
"সুফ্ইয়ান,",1
কল্যাণদায়ক,1
‘কায়সার’,1
"বাঞ্ছনীয়।
(ই.ফা.",1
আদব-কায়দা,1
‘উওয়াইমিরকে,1
বহিয়ে,1
"খেয়েছেন,",1
"ইয়াহ্ইয়ার।
আবূ",1
সীমারেখায়,1
চালিয়েছিল,1
সিরওয়া,1
চেঁহারায়,1
শায়বানি,1
নি'য়ামাত,1
"পেত।
ওয়াকি’",1
খেয়েছিলেন?,1
আরিয়্যা-এর,1
"হয়।
এরপর",1
ক্বিয়ামাতরে,1
কয়জন,1
"কুয়াশা,",1
চায়-,1
"বিধায়,",1
ওয়ালীমায়,1
(নবুওয়্যাত),1
"রাবী‘য়াহ,",1
নাবিয়্যিকাল্লাযী,1
‘আওয়ামির’,1
(গুনিয়াতুত,1
"রয়েছো,",1
(যায়নাবের),1
‘উয়াইনাহ্র,1
রুবায়ই,1
(ময়দানে),1
বানিয়েছেন),1
শয়তানদেরকে,1
ইয়াজূজ-মা‘জূজের,1
বিনিময়ে‌,1
নিয়েছে;,1
শয়তানের।,1
যাওয়া-আশা,1
ফয়সালা।,1
"পাঠিয়েছ,",1
"যায়।
বর্ণনাকারী",1
(তুলনায়),1
মূলায়কাহ্,1
(দুনিয়া),1
বর্ণিতঃমাদীনায়,1
রওয়ানার,1
জায়গাটাও,1
দিয়ে-,1
ওয়াক্‌ত,1
"আসে।
যুহায়রতার",1
আহওয়াসের,1
তা‘য়ালা,1
অভিপ্রায়ের,1
"হয়।
তবে",1
আতিয়াহ,1
ফুজা-য়াতি,1
সা’য়ী),1
লেহিয়ান,1
জীবনযাত্রায়,1
তাক্ওয়াপূর্ণ,1
"কাটিয়েছে,",1
(ইয়াসীন,1
তায়ালিসাহ্‌ও,1
তত্ত্বাবধায়কও,1
বায়তকে,1
জুওয়াইরিয়্যাহ্,1
হাফইয়া,1
দানায়,1
চেয়েছ।’এখনো,1
পৌঁছিয়েছেন-,1
বিষিয়ে,1
ভয়সম্পন্ন,1
দোলায়িত,1
নুয়ে,1
তাবারিয়া”র,1
ফিরিয়েছিলেন”?,1
শিখিয়েছে?,1
‘সাজদায়,1
ধোঁয়ায়,1
ভয়ঙ্কররূপে,1
আক্‌ওয়া’র,1
"হয়”।
আর",1
গির্জায়,1
আশ্রয়স্থলকে,1
কোথায়?রসূল,1
বয়সকালে,1
(হয়ে),1
(ইয়ামীন),1
ছিঁটিয়ে,1
হুরায়স–এর,1
"যখন,’ওয়ালায্",1
খেয়েছিল।,1
(সূরায়ে),1
বিবস্ত্রাবস্থায়,1
“ক্ষমতায়,1
বিনিময়ে),1
ইয়াহ্‍ইয়া,1
যুলহুলায়ফা,1
দম্পতিদ্বয়,1
‍দিয়ে,1
"দিহ্‌ইয়া,",1
(মৃত্যুশয্যায়,1
তাক্‌ওয়ার,1
গিয়েছিলাম।(আধুনিক,1
"দুনিয়াকে,",1
বায়তুল্লাহ্‌য়,1
আত্মীয়রা),1
ব্যবসায়ী।,1
(তিলাওয়াত),1
"পাঠিয়েছিলে,",1
(অর্থাৎ-ওয়াক্তের,1
পাথেয়”।,1
(মিশিয়ে),1
ছুঁয়েছো,1
দুন্ইয়াল্লাতী,1
বাহুদ্বয়কে,1
"দয়ামায়াহীনতা,",1
চেয়ে।এখনো,1
মুখাবয়ব।,1
‘আয়িশাহ্কে,1
(ওয়াসওয়াসার,1
নিয়ন্ত্রণাধীন।,1
লালসায়আর,1
আত্মীয়–স্বজনের,1
দু’ওয়াসাক,1
সিরিায়ায়,1
“ইয়াযীদ,1
টানিয়ে,1
'উবাইয়দাহ,1
বয়স্করা,1
শ্রদ্ধায়,1
লুতবিয়া,1
পদদ্বয়ের,1
কয়েকখানা,1
রয়েছেঃ(১),1
(রাঃ)পুনরায়,1
সাইয়ার,1
প্রজ্ঞাময়।”,1
হয়েছি?এখনো,1
বিসানায়,1
ধূলি-ময়লা।,1
"হয়েছে।
(৫)",1
চুইয়ে,1
ইয়াযুয,1
ছেলে-মেয়েদেরকে,1
কামিয়াব,1
ওয়াকী',1
রায়ালিআহাদীসে,1
তৃ্তীয়াংশ,1
(গলিয়ে),1
"করুন।”
কুরায়ব",1
শুরায়হ্‌!,1
দ্বিতীয়া,1
