bn_words_of_interest,frequency_count
মেহমান-নেওয়াযীর,1
চিরস্থায়ী।’-তাফসীরে,1
আয়াতে।[3],1
সওয়ারীরূপে,1
"হিম্য়ার,",1
যাওয়া)এর,1
ক্বুওয়াতা,1
আয়তনের,1
কর্তব্য-বিষয়ে,1
বিনয়ী-নম্র,1
(কয়েক),1
ন্যায়-সংগতভাবে,1
(ক্রিয়া-বিশেষণ;,1
দেখিয়েছিল।[1],1
বিচার-বিবেচনায়,1
"মারয়্যাম,[1]",1
তৃতীয়াংশেও,1
বিদায়ে।,1
তামাসায়,1
রয়েছ;[1],1
বিনিময়স্বরূপ।,1
সাধ্যানুযায়ী,1
ওয়াকিফহাল।’’,1
আয়াতগুলির,1
‘‘(দুনিয়ায়),1
বিষয়স্বরূপ।,1
পালনীয়।[1],1
"ভাইয়েরা,",1
"য়্যাসার,",1
আয়্যূবী,1
হিময়ার,1
(সাওয়াবের),1
হয়েছিল',1
ভাষায়।-তাফসীরে,1
(য়্যাঊক),1
অনুগ্রহপরায়ণ;,1
কুশ্রীময়তা,1
ভয়-বিহব্বলতায়,1
(আয়াতসহ),1
পাঁচওয়াক্ত,1
রয়েছে।’[3][1],1
দায়িত্বপ্রাপ্ত),1
রয়েছি।’[1][1],1
মোকাদ্দমায়,1
নিয়ামতই,1
সম্প্রদায়গুলোর,1
বাঁধিয়ে,1
প্রায়শ্চিত্ত।,1
আশ্রয়স্থলও,1
এগিয়েও,1
মারইয়াম-তনয়ের,1
(ইন্দ্রিয়),1
নিয়েছিলেন-,1
সাদাকা-খয়রাতের।,1
হুঁশিয়ারি।[2],1
হ্যাঁয়,1
দোষণীয়,1
‘লাব্বায়িক’,1
আয়েশা’,1
কুয়াশা,1
সাহাবায়ে-কিরামগণকে,1
যাতনায়,1
কাগজ-পৃষ্ঠায়,1
আয়াতগুলো।,1
যাহেরিয়া,1
প্রবণতায়,1
পেয়েছে?[4],1
"দাওয়াত,",1
জরায়ুর,1
উলটিয়ে,1
অবক্ষয়ের,1
"ছুটায়,",1
ঘনিষ্ঠতায়,1
হয়েছিলাম;,1
নিয়ম-শৃঙ্খল;,1
(এক-তৃতীয়াংশ),1
শিয়াদের,1
বিষয়!,1
"নিয়েছে,[2]",1
এখতিয়ারকারী।,1
হয়েছিল?’’তাফসীরে,1
‘উযায়র,1
সাজিয়েছিল,1
"ন্যায়পরায়ণতা,",1
দাঁড়িয়েও;,1
আয়কাহবাসীরাও,1
ইলইয়াসের,1
(অপব্যয়)এর,1
হয়েছিলে[3],1
শাখায়,1
(বায়ুমন্ডলে),1
ইয়া‘কূব-এর,1
"তওয়াফ,",1
বায়ু’,1
দেয়’?,1
অপব্যয়কারীও,1
“নিশ্চয়,1
সৎকর্মপরায়ণদের[1],1
‘দরজায়,1
‘‘সবচেয়ে,1
অন্ধকারময়,1
চায়।কানাকানি,1
অধ্যায়)অনুরূপ,1
(ক্রিয়াপদ),1
অপচয়ের,1
(হৃদয়ে),1
মাদয়ানবাসীদের,1
সমবয়স্ক।তাফসীরে,1
ক্বুবায়),1
ডুমুরজাতীয়,1
ইল্য়্যাসের,1
সিরিয়াস,1
‘বিনিময়,1
সরিয়েই,1
আয়াতের)।,1
প্রয়োজনকে,1
সম্প্রদায়।[2][1],1
দেওয়ার।-তাফসীরে,1
"ফয়সালাকারী,",1
ছোঁয়া),1
করায়ত্ত্ব,1
জীবনদায়ী,1
ভয়ভীতিহীন,1
দায়িত্বশীলতার,1
অপেক্ষায়ই,1
ছায়াও।,1
করুণাময়;,1
(মায়ের),1
যতটায়,1
দিয়েছিলে’।,1
পরিণয়,1
দেয়না?,1
(ওয়াকিল),1
"নিকটাত্মীয়দের,",1
ছায়াদিবসের,1
আয়ুতে,1
কল্পনায়ও,1
"মক্কায়,",1
মহাপ্রলয়।,1
(কিয়ামাতের),1
(তুলনায়,1
"বিছানায়,[1]",1
‘পেয়ারা’,1
কর্তৃস্থানীয়,1
সহায়ক।তাফসীরে,1
দয়ালু(রূপে),1
(তৃতীয়),1
(কিয়ামতে)র,1
"এক-তৃতীয়াংশ,[4]",1
হাওয়া)-কে,1
‘ইবাদাতখানায়,1
(দ্বিতীয়),1
ইয়াহুদী-নাসারারা,1
বাজায়,1
(মক্কাবিজয়ের,1
"পালিয়েছে,",1
‘‘সর্বময়,1
"সাবিয়ী(২),",1
বৈধতায়,1
খিয়ানত।,1
সন্দেহ-সংশয়।,1
হওয়া।),1
ন্যায়-বিচ্যুত,1
হয়েছে।(৩),1
মেয়েরা।,1
দরিদ্রতাময়,1
"কুরায়েশ,",1
"ফলায়,",1
শরীয়তসমূহে,1
আয়াতটাই,1
সুমাইয়্যাহ,1
(হাওয়ারিয়্যুন),1
সত্যায়নকারীরূপে।,1
মেঘচ্ছায়ার,1
আবশ্যকীয়।,1
স্বধর্মীয়,1
"জায়গায়,",1
হয়েছে।مَنِ,1
হিম্য়্যার,1
যয়ীফ।,1
(বিপর্যয়),1
"সত্তায়,",1
জমি-জায়গাও),1
‘মাদয়ান’।,1
ঝড়ো-হাওয়ার,1
হয়ে!,1
অতিশয়োক্তিমূলক,1
যয়ীফও।,1
মাদইয়ানবাসীদেরকে,1
সময়টির,1
"আত্মীয়-স্বজনদের,",1
বর্তায়;,1
আত্মীয়-জ্ঞাতিদের,1
"অনুগ্রহপরায়ণ,[2]",1
"শায়বা,",1
রিযওয়ানের,1
পরাজয়কে,1
আদব-কায়দায়,1
কামনায়],1
(ওয়া‘দার,1
খেলোয়াড়ের,1
খেয়েছেন;,1
পানীয়ও,1
তাকওয়ায়,1
(ক্রমান্বয়ে,1
আমলনামায়।-তাফসীরে,1
আদায়কৃত,1
পাহারায়,1
শ্রদ্ধেয়ভাজন,1
অসিয়তস্বরূপ।,1
হয়েছে।(গ),1
বয়:প্রাপ্ত,1
পায়।[সাজদাহ],1
উপায়-উপকরণও,1
"কুঁয়া,",1
ফায়সালাকারী।’[1],1
অভয়ে,1
নেকী-সওয়াবে,1
নিয়েছি।’,1
দাঁড়িওয়ালা,1
প্রেমময়।-তাফসীরে,1
(ভয়)।,1
(ওয়াক্বিআহ,1
হিদায়াতকারী।,1
পানীয়-,1
বে-পরওয়াই,1
"ব্যবসায়ী,",1
"সুস্থকায়,",1
"ইয়া’কূব,",1
আইয়্যামে,1
‘মারইয়াম’,1
"বিনিময়ে,",1
‘ইলয়াস’,1
শিঙ্গায়[3],1
বৈমাত্রেয়ী,1
চায়?-তাফসীরে,1
(ভয়ে,1
হুয়াই।’’,1
খাওয়াবেন।,1
(পায়ের,1
‘‘আয়েশা!,1
ভয়)ই,1
অমায়িক,1
ফয়সালা?,1
(মাছ-ওয়ালা),1
আশা-ভরসায়,1
(সৎকর্মপরায়ণতা)র,1
দিয়ালু।-তাফসীরে,1
উদয়স্থানসমূহের,1
(মাদ্ইয়ান,1
ওয়ারেসহীন,1
দীর্ঘকায়,1
ইলমিয়াহ’-এক,1
নিয়েছিল।[3],1
"হৃদয়ের,",1
হয়।(2),1
গুঁড়িয়ে,1
অবস্থায়ও),1
ভয়ানক’।,1
আত্মীয়তারই,1
দয়া-মমতা,1
"আজওয়া,",1
খেয়েছিল;,1
(হৃদয়),1
বিষয়েতো,1
“আত্মীয়-স্বজন,1
(বুলগারিয়ার),1
প্রিয়[1],1
(ছয়,1
কিয়ামতেও,1
নেয়?-তাফসীরে,1
কঠোর-হৃদয়,1
(‘অন্যায়,1
চেয়েছ।[1],1
"এখতিয়ারে,[2]",1
দেখিয়েছিলেন;,1
"দন্ডায়মান,-তাফসীরে",1
পিতৃপরিচয়ে,1
দায়িত্ব¸,1
জানোয়ারগুলোকে,1
ক্রিয়ার।,1
বদ্দুআয়,1
মঙ্গলময়;,1
শিখিয়েছিলাম।,1
সালওয়া**,1
বানিয়েছি;,1
যুবায়ের।’’,1
‘গায়ের,1
আত্মীয়রাও,1
"জাসিয়া১২,",1
কয়েকটির,1
আল্লাহ্ওয়ালা,1
৩য়,1
বিচার-ফায়সালাকে,1
হাত-ওয়ালারা![1][1],1
জওয়াব),1
(ওয়ারিস),1
তাকওয়ারই,1
নির্দয়তাকে,1
বেরিয়েও,1
(উভয়টি,1
দিয়েছেন।[2][1],1
আঙ্গিনায়,1
"লক্ষণীয়,",1
"কিশলয়,[2]",1
‘সাল্ওয়া’,1
ক্রিয়াপদটি,1
মাদ্ইয়ানবাসীদের,1
আলোকসজ্জায়,1
"দুধমায়েরা,",1
(বাস্তবায়িত,1
"দিয়েছে,তারা",1
রাব্বিয়াল,1
"ঝর্ণায়’,",1
হুতামা’য়।,1
খোঁয়াড়ওয়ালাদের,1
বাছুর-পূজায়,1
ছায়াময়,1
শোভনীয়;,1
(শরীয়তের),1
ওয়াকিফহাল।[1],1
প্রশংসনীয়;,1
নিয়মনীতির,1
কিয়ামত[1],1
জওয়াবদিহি,1
(ওয়াদা-চুক্তি-প্রতিশ্রুতি),1
বদ-খেয়ালের,1
(নিয়তি),1
(ন্যায়-অন্যায়ের,1
পায়নি।[1],1
কামড়ায়।,1
বিচিত্রতায়,1
মতোয়াল্লীকে,1
উভয়কে),1
বিজয়(১)(১),1
বয়োপ্রাপ্ত,1
হয়েছিল।অনেকের,1
জিয্য়া,1
(দুঃসময়)এর,1
পানীয়।(১)(১),1
ওয়ারিসগণ,1
সুফিয়ানকে,1
ফিরআউন-সম্প্রদায়ের,1
সংযতনয়না,1
ন্যায়।’’,1
জন্তুজানোয়ার,1
(ক্বিয়ামাতের,1
কয়েদীদের,1
নিয়েছে।[2],1
(নিয়ামত)।,1
নয়।[3][1],1
যায়)।[1][1],1
"‘ইয়াগুস,",1
(কিয়ামাত),1
আঙিনায়।,1
‘ওয়াকফ’,1
মারয়ামকে,1
পেয়েছিল?,1
শত্রু-ভয়ও,1
মহাপ্রজ্ঞাময়।’,1
ওয়ালাদের),1
হাওয়াযিনের,1
বিজয়;,1
হৃদয়-ভার,1
হিদায়াতপ্রাপ্ত’।,1
‘আয্যাওয়াজের,1
আয়াতবিশিষ্ট,1
খেয়ে।,1
আয়াত)এর,1
ঘন্টায়,1
বাগানওয়ালাদের,1
নবুওয়ত,1
হেচড়িয়ে,1
পরিচায়ক’’,1
(প্রতিনিয়ত),1
হৃদয়[1],1
নেওয়া-দেওয়ার,1
হয়েছে।[8],1
"গিয়েছ,",1
ছয়শত,1
‘আয়াতুল,1
চরিয়েছি।,1
মির্যায়ী,1
মহাকল্যাণময়।,1
ব্যক্তিপূজায়,1
গর্ভাশয়ে।তাফসীরে,1
(গায়রুল্লাহ)র,1
আফিইয়াহ,1
শুকায়নি;,1
"নেয়া,",1
উভয়পক্ষ,1
(বিষয়টির),1
শুনিয়েছিলেন।,1
কিয়ামতেরই,1
সাওয়ারী,1
নযর-নিয়াযও,1
‘সালওয়া’।,1
ধারায়।,1
নিয়েছিলেন।(দ্রষ্টব্যঃ,1
(শয়তানদের),1
চেয়েছি’।,1
‘হাওয়ারী’,1
হিদায়াতপ্রাপ্ত।(১),1
"পালিয়েছিল,",1
"আত্মীয়-স্বজনের,",1
হাওয়ারী[1],1
ইন্দ্রিয়-পরায়ণতা,1
আবর্জনায়,1
পায়খানা-দ্বারকে,1
(অন্যায়ভাবে)এর,1
জ্ঞানায়ত্তে।’-তাফসীরে,1
বিজয়সমূহে,1
নিয়েছ’;[1],1
সর্বাস্থায়;,1
মূর্তিপূজায়,1
"তায়েফ,",1
পরম্পরায়প্রাপ্ত,1
পরিকল্পনায়,1
গাওয়াকে,1
‘অন্যায়’এর,1
বিহবলতায়,1
হয়েছেন?,1
মুন্তাহায়,1
আদেশানুযায়ী,1
বন্দীদ্বয়,1
শান্তি-নিরাপত্তায়,1
দিয়েছিলে’?,1
দিয়েছ!,1
যায়।(২)(১),1
ত্রিুয়াশীল।,1
‘বিপর্যয়’,1
আশ্রয়!,1
নেওয়া।)[3],1
প্রত্যায়নকারী,1
নয়।(খ),1
"স্নেহপরায়ণ,",1
বিআত্বা-য়িক।’,1
রয়েছে।’তাফসীরে,1
"শুনায়,",1
শ্রবণেন্দ্রেীয়,1
তোয়াজ,1
ন্যায়-নিষ্ঠার,1
দুস্কৃতিপরায়ণ।,1
দূষণীয়,1
বরকতময়[1],1
সন্দেহ-সংশয়),1
(ইয়াহুদদের),1
আহবায়কদেরকে,1
নয়!তাফসীরে,1
খুৎবায়,1
ভ্রান্তিময়,1
‘য়্যা’কূবিয়্যাহ’,1
দিয়েছিলাম।(৩)(১),1
তাকওয়া।(প্রকাশ,1
ওয়াদা;,1
বর্ষিয়েছিলাম।,1
ইলয়্যাসকেও,1
নিয়েছে?[2][1],1
(জয়লাভের),1
দিয়ে[1],1
অন্যায়ভাবে(২),1
আয়াতগুলিকে,1
অন্যায়সমূহ,1
‘জমায়েত,1
সুফ্য়ান,1
নিয়েছিলেন),1
কৃপাময়।,1
অসময়ের।,1
অধ্যায়।)এই,1
সওয়ারীতে,1
(উযায়ের,1
ও‘য়াদাকে,1
মুহাম্মাদিয়ারও,1
